epoch,stage,loss,accuracy,f1,auc
0,train,0.03140232578199607,0.5433981418609619,0.5263972282409668,0.7976425886154175
0,val,0.02604664817918092,0.6640625,0.5578969717025757,0.8489598035812378
1,train,0.023549192962074406,0.6916890144348145,0.6793853044509888,0.8853088617324829
1,val,0.02068233771715313,0.7421875,0.6262325048446655,0.9046406745910645
2,train,0.018778607618792766,0.762399435043335,0.7542828321456909,0.9245212078094482
2,val,0.017438763054087758,0.7757812738418579,0.6683542728424072,0.9334154725074768
3,train,0.01730171508647641,0.7853552103042603,0.775792121887207,0.9342925548553467
3,val,0.01584164096857421,0.798046886920929,0.700271487236023,0.9398629665374756
4,train,0.015606765430570447,0.8076407313346863,0.801861584186554,0.9462932348251343
4,val,0.014821682212641463,0.8140624761581421,0.7328454256057739,0.9448261260986328
5,train,0.015509831724094161,0.8037868738174438,0.7980809807777405,0.9459877014160156
5,val,0.01495664125541225,0.8203125,0.731561541557312,0.9446974396705627
6,train,0.014902170370495191,0.8151809573173523,0.8124561309814453,0.9506703615188599
6,val,0.015607462404295802,0.8082031011581421,0.7076606750488281,0.945733904838562
7,train,0.014542335874073947,0.8238940834999084,0.8191210031509399,0.9528123140335083
7,val,0.013801202207105234,0.8257812261581421,0.7439751625061035,0.952455997467041
8,train,0.013220062144799783,0.84550940990448,0.8407827615737915,0.9607506990432739
8,val,0.013817557005677373,0.833984375,0.7521446943283081,0.9541152119636536
9,train,0.013776194791112285,0.8352882266044617,0.8316121101379395,0.9570601582527161
9,val,0.017706809903029353,0.7894531488418579,0.6818856596946716,0.9418500661849976
10,train,0.013121664436688852,0.8398123383522034,0.8360006809234619,0.9594244360923767
10,val,0.017246186040574686,0.791796863079071,0.6957430839538574,0.9452165961265564
11,train,0.012250832586621631,0.8548927903175354,0.852278470993042,0.9652807712554932
11,val,0.014932124264305457,0.817187488079071,0.7513682842254639,0.9526305198669434
12,train,0.012417787018084733,0.8543900847434998,0.8504319190979004,0.9625059366226196
12,val,0.01436178745352663,0.8265625238418579,0.7676045894622803,0.952538251876831
13,train,0.011411726276262916,0.8647788166999817,0.8626508712768555,0.9694594740867615
13,val,0.013986446382477879,0.8324218988418579,0.7663119435310364,0.9532967805862427
14,train,0.011997907382533474,0.8538873791694641,0.8509458303451538,0.9650982618331909
14,val,0.014168328902451321,0.833203136920929,0.7528940439224243,0.9505754709243774
15,train,0.011171983984416356,0.8666219711303711,0.8629533052444458,0.9687085151672363
15,val,0.01744979029754177,0.7894531488418579,0.711394190788269,0.9433653354644775
16,train,0.011978519285202585,0.8562332391738892,0.8550490140914917,0.9658066034317017
16,val,0.01410150405135937,0.830859363079071,0.748033344745636,0.9522482752799988
17,train,0.011635767976346429,0.8676273226737976,0.8647056818008423,0.9660062789916992
17,val,0.01337793276179582,0.83984375,0.7681016325950623,0.9575800895690918
18,train,0.010855778589864678,0.8743297457695007,0.8710223436355591,0.9707491397857666
18,val,0.016010452620685102,0.809374988079071,0.7207322120666504,0.947199285030365
19,train,0.011340864192464715,0.8672922253608704,0.8640009164810181,0.967227578163147
19,val,0.0131857720320113,0.8374999761581421,0.7624067068099976,0.9555890560150146
20,train,0.010509893898639938,0.8738270998001099,0.872937023639679,0.9729131460189819
20,val,0.015736355178523807,0.817187488079071,0.7422733306884766,0.9465932846069336
21,train,0.01030225958550304,0.8795241117477417,0.8787909150123596,0.9728309512138367
21,val,0.013294954219600186,0.846484363079071,0.7759809494018555,0.9561317563056946
22,train,0.010647424414314469,0.8768431544303894,0.8744879364967346,0.9708317518234253
22,val,0.012614202970871702,0.852734386920929,0.7862412333488464,0.9588923454284668
23,train,0.009973431269490926,0.8853887319564819,0.8829770088195801,0.9743422269821167
23,val,0.015247890562750398,0.8167968988418579,0.7359008193016052,0.9509074687957764
