epoch,stage,loss,accuracy,f1,auc
0,train,0.04335786108596715,0.2684316337108612,0.2667856812477112,0.5204780101776123
1,train,0.0432316534640642,0.2830093801021576,0.26534202694892883,0.5311768054962158
2,train,0.04206542155378306,0.3042895495891571,0.30964529514312744,0.5683794021606445
3,train,0.042567761909546226,0.2987600564956665,0.2683665156364441,0.5522102117538452
4,train,0.03740654073795428,0.40683645009994507,0.3867030739784241,0.6899434328079224
4,val,0.03687082887627184,0.43632811307907104,0.3198821544647217,0.6412413716316223
5,train,0.033223765065778676,0.45006701350212097,0.42924368381500244,0.7244349718093872
6,train,0.03209295584233453,0.46933645009994507,0.4391191601753235,0.7364065647125244
7,train,0.031083636585093694,0.4713471829891205,0.4540175199508667,0.7426693439483643
8,train,0.030642295840518405,0.48207104206085205,0.4635322093963623,0.7478941679000854
9,train,0.03098273933453151,0.47285524010658264,0.4574170708656311,0.7404624223709106
9,val,0.03580722901970148,0.24960938096046448,0.28127017617225647,0.6657091379165649
10,train,0.030497849456985898,0.472520112991333,0.4563765525817871,0.7440000772476196
11,train,0.030147988059565464,0.48475199937820435,0.47272399067878723,0.747109055519104
12,train,0.030088761496799562,0.4889410138130188,0.4290761351585388,0.7470821142196655
13,train,0.03014410200251651,0.4864276051521301,0.4715367555618286,0.7452371716499329
14,train,0.029683107105720457,0.48760053515434265,0.45487430691719055,0.7461651563644409
14,val,0.03502030670642853,0.5503906011581421,0.3866437077522278,0.6568191051483154
15,train,0.029291471371542033,0.49044907093048096,0.46420353651046753,0.7545877695083618
16,train,0.02913717706825075,0.4981568455696106,0.4710819721221924,0.7572183012962341
17,train,0.02946684806140754,0.48676273226737976,0.4797098636627197,0.7486097812652588
18,train,0.029386726375319683,0.4854222536087036,0.4741484224796295,0.7455334663391113
19,train,0.029337931234619252,0.49782171845436096,0.4801005423069,0.7540544271469116
19,val,0.036081811785697936,0.14492186903953552,0.2102382481098175,0.6845641732215881
20,train,0.028834078920350958,0.49849194288253784,0.47061997652053833,0.7574260234832764
21,train,0.0289273126495268,0.4964812397956848,0.46564382314682007,0.7568320035934448
22,train,0.029229665639493165,0.485087126493454,0.4733969569206238,0.7503790855407715
23,train,0.02868941616037256,0.5291554927825928,0.502191424369812,0.7821508049964905
24,train,0.027831595311136093,0.5663539171218872,0.5368155241012573,0.8054378032684326
24,val,0.02903458457440138,0.6136718988418579,0.5042887330055237,0.7730395197868347
25,train,0.026593172558191314,0.6107573509216309,0.5635913014411926,0.8291117548942566
26,train,0.025343244570749376,0.6271783113479614,0.5860480070114136,0.843016505241394
27,train,0.023250829073882616,0.6645442247390747,0.6194875240325928,0.8645785450935364
28,train,0.02285331173053376,0.6806300282478333,0.6410630941390991,0.8712404370307922
29,train,0.021636528824393614,0.6918565630912781,0.6503047347068787,0.8771540522575378
