epoch,stage,loss,accuracy,f1,auc
0,train,0.04310263953004382,0.28166890144348145,0.28354495763778687,0.5402528047561646
0,val,0.04039116553030908,0.20390625298023224,0.2018803209066391,0.5918322801589966
1,train,0.04027750385031304,0.35891419649124146,0.3437204360961914,0.6395391821861267
1,val,0.04159728223457933,0.25078123807907104,0.16339990496635437,0.609900176525116
2,train,0.036117900212872124,0.4309651553630829,0.40836334228515625,0.7019728422164917
2,val,0.041029292671009895,0.10195312649011612,0.10881490260362625,0.6246929168701172
3,train,0.034520505800164095,0.45442360639572144,0.4238058924674988,0.7176864743232727
3,val,0.03953871033154428,0.130859375,0.16461309790611267,0.6473773717880249
4,train,0.032957283425426996,0.45810991525650024,0.43429136276245117,0.7291768789291382
4,val,0.03937082700431347,0.10664062201976776,0.13101918995380402,0.6315638422966003
5,train,0.03247206951753703,0.45827749371528625,0.43237191438674927,0.7311979532241821
5,val,0.03592938804067671,0.31562501192092896,0.2966786324977875,0.6769699454307556
6,train,0.03229020025591109,0.47101205587387085,0.4484104812145233,0.7393626570701599
6,val,0.04258861425332725,0.1328125,0.17617172002792358,0.6442976593971252
7,train,0.0319605313301406,0.4956434369087219,0.46788811683654785,0.7504568696022034
7,val,0.03727260837331414,0.18437500298023224,0.2302393764257431,0.6771295070648193
8,train,0.031275562932040674,0.5159182548522949,0.48039233684539795,0.7678595781326294
8,val,0.03196075432933867,0.571093738079071,0.3916127681732178,0.7308444380760193
9,train,0.030431593301388917,0.540214478969574,0.5030357837677002,0.7827866077423096
9,val,0.04083877629600465,0.21054688096046448,0.29322874546051025,0.6925166845321655
10,train,0.029878661815506524,0.5561327338218689,0.5236542820930481,0.7947158813476562
10,val,0.035748072597198186,0.453125,0.36483234167099,0.7344551086425781
11,train,0.028973060472800967,0.5822721123695374,0.5490367412567139,0.8144304752349854
11,val,0.03289267735090107,0.5269531011581421,0.4783543348312378,0.7709596753120422
12,train,0.028310242570916706,0.5906501412391663,0.5571540594100952,0.8249433040618896
12,val,0.028296389128081502,0.6031249761581421,0.48089367151260376,0.7963238954544067
13,train,0.026708343293487865,0.6176273226737976,0.583014190196991,0.8400566577911377
13,val,0.02645328394137323,0.628125011920929,0.5222567915916443,0.8185889720916748
14,train,0.026222590796509633,0.6335455775260925,0.6031719446182251,0.8479297757148743
14,val,0.02819438260048628,0.612109363079071,0.5421192646026611,0.8161226511001587
15,train,0.026093732365893935,0.6404155492782593,0.6117316484451294,0.8517038822174072
15,val,0.02552841298747808,0.6640625,0.5342631936073303,0.8334193229675293
16,train,0.024946358474346012,0.6628686189651489,0.6341983079910278,0.8656421899795532
16,val,0.034463333897292614,0.4625000059604645,0.4908490478992462,0.7983148097991943
17,train,0.024732093239357898,0.6590147614479065,0.6436125636100769,0.8655915260314941
17,val,0.029135912540368736,0.5921875238418579,0.5514594316482544,0.8146790862083435
18,train,0.023569542874679487,0.6849865913391113,0.659889817237854,0.8768054246902466
18,val,0.027941305772401392,0.6019531488418579,0.5712162256240845,0.8350792527198792
19,train,0.023696845836797605,0.6829758882522583,0.6689216494560242,0.8762258291244507
19,val,0.0275828457204625,0.6117187738418579,0.5779629945755005,0.8445437550544739
20,train,0.022152613319117005,0.7052614092826843,0.6837244629859924,0.8875133991241455
20,val,0.022775702516082675,0.6957031488418579,0.5964254140853882,0.8602993488311768
21,train,0.022563920014265715,0.7010723948478699,0.6836934089660645,0.8855406641960144
21,val,0.021391034813132138,0.705078125,0.6490320563316345,0.8766975998878479
22,train,0.022184277737348393,0.7102882266044617,0.7014461159706116,0.8915435075759888
22,val,0.02238232797244564,0.721875011920929,0.6287530660629272,0.875092625617981
23,train,0.021831012338439836,0.7114611268043518,0.6989423036575317,0.8941572904586792
23,val,0.024585176073014737,0.698046863079071,0.62746262550354,0.8603699207305908
24,train,0.021297639780166,0.7183310985565186,0.7030428647994995,0.8975459337234497
24,val,0.019629757548682392,0.7328125238418579,0.6432735323905945,0.8979261517524719
25,train,0.020954827326112715,0.7298927903175354,0.7199084162712097,0.9016266465187073
25,val,0.021444141934625804,0.727734386920929,0.6555196046829224,0.8814276456832886
26,train,0.02090075191100385,0.7278820276260376,0.7165651321411133,0.9022093415260315
26,val,0.02246004525804892,0.7144531011581421,0.6389281749725342,0.8766524791717529
27,train,0.021334067895888643,0.7228552103042603,0.7057048082351685,0.8957799673080444
27,val,0.021341804799158128,0.729687511920929,0.642532229423523,0.8842054605484009
28,train,0.020688914866174194,0.7344169020652771,0.7198740243911743,0.9029147624969482
28,val,0.020018310425803064,0.7578125,0.6704146862030029,0.8944190740585327
29,train,0.02022948573485776,0.7391085624694824,0.7308506369590759,0.9069080352783203
29,val,0.020831008872482924,0.723828136920929,0.7087834477424622,0.9052984714508057
30,train,0.020016219531842596,0.7431300282478333,0.7327712774276733,0.9049798250198364
30,val,0.026015558396466076,0.6875,0.5793941020965576,0.8545128703117371
31,train,0.01991070668155642,0.7494972944259644,0.7384838461875916,0.9083169102668762
31,val,0.02694395072758198,0.6011718511581421,0.6305128931999207,0.8813329935073853
32,train,0.01980338423405512,0.7438002824783325,0.7345741987228394,0.9102379083633423
32,val,0.022337654768489302,0.728515625,0.6578692197799683,0.8832898736000061
33,train,0.019416985029589395,0.7515080571174622,0.7411367297172546,0.9151788949966431
33,val,0.02085321395425126,0.7496093511581421,0.6812789440155029,0.9011259078979492
34,train,0.019508329047833946,0.7494972944259644,0.7426289319992065,0.9147636890411377
34,val,0.025042966357432306,0.6953125,0.6573197245597839,0.8788304328918457
35,train,0.019357459614647618,0.7494972944259644,0.7384264469146729,0.9128928184509277
35,val,0.021107907744590194,0.7503906488418579,0.6846990585327148,0.8935918807983398
36,train,0.019049702766513698,0.7545241117477417,0.7465408444404602,0.9157416224479675
36,val,0.023488343402277678,0.6890624761581421,0.6670821905136108,0.8883711695671082
37,train,0.019402073281779685,0.7546916604042053,0.7457412481307983,0.9144927263259888
37,val,0.02696054964326322,0.6480468511581421,0.6253149509429932,0.8656826019287109
38,train,0.01909148515309469,0.7560321688652039,0.7419849038124084,0.9163737297058105
38,val,0.021231584646739066,0.7496093511581421,0.6692980527877808,0.8918436765670776
39,train,0.01892325071363283,0.7603887319564819,0.7539019584655762,0.9176418781280518
39,val,0.020765242504421622,0.739062488079071,0.7139530181884766,0.9038770198822021
40,train,0.01899372818243088,0.7603887319564819,0.752953052520752,0.9162526726722717
40,val,0.023732921353075653,0.709765613079071,0.675835132598877,0.8928529024124146
41,train,0.019094004542953846,0.7642426490783691,0.7540204524993896,0.9167969822883606
41,val,0.019687404192518444,0.755859375,0.6696971654891968,0.9026038646697998
42,train,0.018173517704249707,0.7637399435043335,0.7541145086288452,0.9225825071334839
42,val,0.01885740227298811,0.7660156488418579,0.7111786603927612,0.9138456583023071
43,train,0.018989135803350175,0.757540225982666,0.7511494159698486,0.9170922040939331
43,val,0.020578970073256642,0.76171875,0.675569474697113,0.896776556968689
44,train,0.01839916519421195,0.7684316635131836,0.7595049142837524,0.9222259521484375
44,val,0.020910513785202055,0.741015613079071,0.6844609379768372,0.8974412083625793
45,train,0.01847913810838483,0.7664209008216858,0.7581322193145752,0.9220339059829712
45,val,0.021055556437931954,0.7515624761581421,0.6877869367599487,0.9001871943473816
46,train,0.018419296650500624,0.7736260294914246,0.7620314359664917,0.9208877682685852
46,val,0.01875224329996854,0.790234386920929,0.7463852763175964,0.9210233688354492
47,train,0.018242876944269477,0.7763069868087769,0.7692869305610657,0.9238240718841553
47,val,0.020459697803016753,0.7437499761581421,0.7044121026992798,0.9111471772193909
48,train,0.017893618252378046,0.7764745354652405,0.7715410590171814,0.9263620376586914
48,val,0.021998286084271967,0.729296863079071,0.6969510912895203,0.9058711528778076
49,train,0.018221128941700863,0.7726206183433533,0.7684463262557983,0.9258869886398315
49,val,0.020759117789566517,0.7554687261581421,0.6889058351516724,0.9046934843063354
50,train,0.017794471456302235,0.7753016352653503,0.767007052898407,0.9245980381965637
50,val,0.019646600203122942,0.7730468511581421,0.7369663715362549,0.9186801910400391
51,train,0.018665173138434382,0.7677614092826843,0.762702226638794,0.9202799797058105
51,val,0.018267673603259028,0.782031238079071,0.7330374717712402,0.9174407720565796
52,train,0.017512446706340556,0.7788203954696655,0.771407961845398,0.9274724721908569
52,val,0.019735725573264064,0.76171875,0.7220506072044373,0.9120030403137207
53,train,0.017942088538775814,0.78300940990448,0.7780433893203735,0.9262542724609375
53,val,0.01991117203142494,0.7582031488418579,0.7103056311607361,0.9113156795501709
54,train,0.018286936908920394,0.7736260294914246,0.7624207735061646,0.9216617941856384
