epoch,stage,loss,accuracy,f1,auc
0,train,0.038250052437545784,0.39024800062179565,0.37770357728004456,0.670147180557251
0,val,0.046337178396061066,0.4097656309604645,0.2440330982208252,0.630746066570282
1,train,0.03359820643794441,0.46179625391960144,0.4446730315685272,0.7255612015724182
1,val,0.033816400938667356,0.5503906011581421,0.41096973419189453,0.6664440631866455
2,train,0.03188361289434075,0.45995306968688965,0.44843363761901855,0.7298696041107178
2,val,0.0354601273778826,0.40937501192092896,0.39972543716430664,0.6526560187339783
3,train,0.031577327196304024,0.4805630147457123,0.4699340760707855,0.7368713617324829
3,val,0.037127591529861094,0.12460937350988388,0.19782717525959015,0.6786959171295166
4,train,0.031764570613648874,0.46263405680656433,0.44047319889068604,0.7360869646072388
4,val,0.03723877868615091,0.3050781190395355,0.27503836154937744,0.6627095937728882
5,train,0.030694019838408554,0.485087126493454,0.4596625864505768,0.7460777759552002
5,val,0.03630852964706719,0.3062500059604645,0.273449569940567,0.6514708995819092
6,train,0.030357542540129005,0.4825737178325653,0.47526419162750244,0.7483304738998413
6,val,0.03413196459878236,0.581250011920929,0.37148410081863403,0.6763917803764343
7,train,0.030630859259226366,0.4879356622695923,0.4752764403820038,0.7449996471405029
7,val,0.03551114934962243,0.3179687559604645,0.3574664890766144,0.6544195413589478
8,train,0.029878576373526623,0.5053619146347046,0.4809373617172241,0.7590631246566772
8,val,0.03583504636771977,0.3023437559604645,0.31329411268234253,0.6864843368530273
9,train,0.030616025043396784,0.47754693031311035,0.45578229427337646,0.7465566396713257
9,val,0.03487978782504797,0.322265625,0.3837410509586334,0.696033239364624
10,train,0.029143279033835387,0.5284852385520935,0.5077738165855408,0.7802479863166809
10,val,0.029813326732255518,0.6070312261581421,0.3665854334831238,0.7224982380867004
11,train,0.0295043273282115,0.5303283929824829,0.5126901865005493,0.7849844098091125
11,val,0.03404125210363418,0.3148437440395355,0.311777263879776,0.7011559009552002
12,train,0.02860955504485813,0.5591487884521484,0.5351319313049316,0.7961955666542053
12,val,0.03402075951453298,0.49335938692092896,0.4405994415283203,0.7271692752838135
13,train,0.028124789659922628,0.5831099152565002,0.5449498295783997,0.809457004070282
13,val,0.03323942006099969,0.3179687559604645,0.3808489441871643,0.738113522529602
14,train,0.026680765358915916,0.612265408039093,0.573726236820221,0.8293498754501343
14,val,0.032909701974131164,0.4703125059604645,0.4729475975036621,0.834653913974762
15,train,0.023234150160213896,0.6818029284477234,0.6268742084503174,0.8682193756103516
15,val,0.021237178531009704,0.7109375,0.6130673885345459,0.8753013610839844
16,train,0.022052054300944222,0.6990616917610168,0.665462851524353,0.8818191289901733
16,val,0.023304682201705874,0.672656238079071,0.5388603210449219,0.8658355474472046
17,train,0.021428347223166166,0.699899435043335,0.6611078977584839,0.8822294473648071
17,val,0.026862083817832172,0.6285156011581421,0.5672217011451721,0.8386020660400391
18,train,0.020309755438813894,0.7324061393737793,0.7006374597549438,0.8986080884933472
18,val,0.028436941653490068,0.6234375238418579,0.573957085609436,0.8474344611167908
19,train,0.020463442305058,0.7293900847434998,0.7080305814743042,0.8980525732040405
19,val,0.020682416018098594,0.73828125,0.636043131351471,0.9022402763366699
20,train,0.02021002416915932,0.729725182056427,0.7141034603118896,0.9010635018348694
20,val,0.02109629038022831,0.7347656488418579,0.6282287240028381,0.90052330493927
21,train,0.019626176294348836,0.742459774017334,0.7248415946960449,0.9054181575775146
21,val,0.020598595670890063,0.7281249761581421,0.6225142478942871,0.8943932056427002
22,train,0.019041610736869295,0.7538539171218872,0.737694263458252,0.9117947816848755
22,val,0.019175479561090468,0.76953125,0.68453449010849,0.907092809677124
23,train,0.019474633422557855,0.7453083395957947,0.7300039529800415,0.9079254269599915
23,val,0.021862744574900717,0.713671863079071,0.6105148792266846,0.8874090909957886
24,train,0.01860115296599373,0.7543565630912781,0.74126136302948,0.9131618738174438
24,val,0.020459345798008143,0.7339843511581421,0.6344338059425354,0.9033253192901611
